country;receptor;s_year;s_month;s_day;start;e_year;e_month;e_day;end;leader;office;description;election_year;lame_duck;gdpcapita;external_balance
Portugal;Vatican;2021;April;12;12/04/2021;2021;April;12;12/04/2021;Marcelo Rebelo de Sousa;President;Visit to the Vatican City to meet Pope Francis and Cardinal Secretary of State Pietro Parolin and then to Spain to meet King Felipe VI.;1;0;24567,51;-0,2982
Portugal;Italy;2021;May;12;12/05/2021;2021;May;12;12/05/2021;Marcelo Rebelo de Sousa;President;Oficial visit.;1;0;24567,51;-0,2982
France;Germany;2012;May;15;15/05/2012;2012;May;15;15/05/2012;François Hollande;President;President Hollande's state visit to Germany was his first trip outside France as president. He chose Germany as the first foreign trip of his presidency in a demonstration of the historic and strategic ties between the two countries.;0;0;40870,85;-1,296
France;United States;2012;May;18;18/05/2012;2012;May;21;21/05/2012;François Hollande;President;"During President Hollande's first trip outside the European continent, he met with the U.S. President Barack Obama in Washington. The two leaders said the European debt crisis was of great importance to the whole world. President Hollande said, ""We have the same conviction that Greece must remain in the eurozone"". They agreed on most views, except the withdrawal of France's troops from Afghanistan at year's end. President Hollande later attended the 38th G8 summit in Camp David and the 2012 NATO summit in Chicago.";0;0;40870,85;-1,296
France;Belgium;2012;May;23;23/05/2012;2012;May;23;23/05/2012;François Hollande;President;President Hollande travelled to Brussels in order to attend a European Union leaders summit, regarding the European debt crisis.;0;0;40870,85;-1,296
France;Afghanistan;2012;May;25;25/05/2012;2012;May;25;25/05/2012;François Hollande;President;For security reasons, this visit was unannounced. Hollande met with Afghan President Hamid Karzai in Kabul and visited French soldiers at the Nijrab base in the province of Kapisa where most French troops are based.;0;0;40870,85;-1,296
France;Italy;2012;June;14;14/06/2012;2012;June;14;14/06/2012;François Hollande;President;In Rome, President Hollande met with Prime Minister Mario Monti to discuss the European debt crisis.;0;0;40870,85;-1,296
France;Mexico;2012;June;18;18/06/2012;2012;June;19;19/06/2012;François Hollande;President;President Hollande travelled to Mexico in order to attend the 2012 G-20 Mexico summit in Los Cabos.;0;0;40870,85;-1,296
France;Brazil;2012;June;20;20/06/2012;2012;June;20;20/06/2012;François Hollande;President;After visiting Mexico for the 2012 G-20 Mexico summit, President Hollande flew to Rio de Janeiro, Brazil in order to attend the United Nations Conference on Sustainable Development.;0;0;40870,85;-1,296
France;Italy;2012;June;22;22/06/2012;2012;June;22;22/06/2012;François Hollande;President;A European debt crisis quadripartite summit was held in Rome with Italian President Mario Monti, Spanish Prime Minister Mariano Rajoy, and German Chancellor Angela Merkel.;0;0;40870,85;-1,296
France;Belgium;2012;June;28;28/06/2012;2012;June;29;29/06/2012;François Hollande;President;President Hollande travelled to Brussels in order to attend a European Council, focused on European growth policy.;0;0;40870,85;-1,296
France;United Kingdom;2012;July;10;10/07/2012;2012;July;10;10/07/2012;François Hollande;President;In his first official visit to the United Kingdom as president, President Hollande met with British Prime Minister David Cameron, where the two argued on the president's plans to increase income taxes in France. The President then met with Queen Elizabeth II at Windsor Castle.;0;0;40870,85;-1,296
France;United Kingdom;2012;July;30;30/07/2012;2012;July;30;30/07/2012;François Hollande;President;For the second time within a month, President Hollande travelled to London in order to attend events held at the 2012 Summer Olympics, as well as to visit the French Olympic team.;0;0;40870,85;-1,296
France;Germany;2012;August;23;23/08/2012;2012;August;23;23/08/2012;François Hollande;President;President Hollande met with German Chancellor Angela Merkel in Berlin to discuss the Greek government-debt crisis, in preparation for Greek Prime Minister Antonis Samaras' visit to their respective capitals.;0;0;40870,85;-1,296
France;Spain;2012;August;30;30/08/2012;2012;August;30;30/08/2012;François Hollande;President;President Hollande met with Spanish Prime Minister Mariano Rajoy during his one-day official visit to Madrid, in order to discuss Spain's increasing issues on the 2008–14 Spanish financial crisis.;0;0;40870,85;-1,296
France;United Kingdom;2012;September;6;06/09/2012;2012;September;6;06/09/2012;François Hollande;President;In London, President Hollande attended events held at the 2012 Summer Paralympics. The president also participated in a press conference held at the Queen Elizabeth Olympic Park, along with British Prime Minister David Cameron, regarding the Annecy shootings, as well as the European debt crisis and the Syrian Civil War.;0;0;40870,85;-1,296
France;Germany;2012;September;22;22/09/2012;2012;September;22;22/09/2012;François Hollande;President;President Hollande met with Chancellor Angela Merkel in Ludwigsburg to open the German-French year, 50 years after the Elysée Treaty.;0;0;40870,85;-1,296
France;United States;2012;September;24;24/09/2012;2012;September;26;26/09/2012;François Hollande;President;President Hollande attended the sixty-seventh session of the United Nations General Assembly and met with several world leaders.;0;0;40870,85;-1,296
France;Malta;2012;October;5;05/10/2012;2012;October;5;05/10/2012;François Hollande;President;President Hollande travelled to Valletta to attend the 5+5 Dialogue, which discussed the European debt crisis. President Hollande was joined by European Commission President José Manuel Barroso, Italian Prime Minister Mario Monti, Libyan President Mohammed Magariaf, Maltese Prime Minister Lawrence Gonzi, Portuguese Prime Minister Pedro Passos Coelho, Spanish Prime Minister Mariano Rajoy, and Tunisian President Moncef Marzouki.;0;0;40870,85;-1,296
France;Senegal;2012;October;12;12/10/2012;2012;October;12;12/10/2012;François Hollande;President;"President Hollande travelled to Senegal on his first visit to the African continent as president ""to write a new page in France's relations with Africa."" In Dakar, President Hollande met with President Macky Sall. The president also addressed the National Assembly and visited the House of Slaves on Gorée.";0;0;40870,85;-1,296
France;Congo;2012;October;13;13/10/2012;2012;October;13;13/10/2012;François Hollande;President;President Hollande travelled to Kinshasa to attend the Francophonie summit, where he, along with Canadian Prime Minister Stephen Harper, urged leaders to strengthen democracy and human rights. President Hollande met with President Joseph Kabila and opposition leader Étienne Tshisekedi of the Union for Democracy and Social Progress to discuss internal issues.;0;0;40870,85;-1,296
France;Belgium;2012;October;18;18/10/2012;2012;October;19;19/10/2012;François Hollande;President;President Hollande travelled to Brussels in order to attend a European Council, focused on economic policy.;0;0;40870,85;-1,296
France;Lebanon;2012;November;4;04/11/2012;2012;November;4;04/11/2012;François Hollande;President;President Hollande paid a three-hour visit to Beirut to meet with President Michel Suleiman at the Baabda Palace. The President shared France and the European Union's support against the instability in Lebanon, in light of the assassination of intelligence official Wissam al-Hassan, which caused tensions between pro- and anti-Syrian groups.;0;0;40870,85;-1,296
France;Saudi Arabia;2012;November;4;04/11/2012;2012;November;4;04/11/2012;François Hollande;President;After a brief visit to Beirut, President Hollande headed to Jeddah in order to meet with King Abdullah and to improve bilateral relations between France and Saudi Arabia. The two Heads of state discussed the Iranian nuclear program, the Israeli–Palestinian peace process, the Syrian Civil War, and the cooperation between the two countries.;0;0;40870,85;-1,296
France;Laos;2012;November;5;05/11/2012;2012;November;5;05/11/2012;François Hollande;President;President Hollande attended the 9th Asia–Europe Meeting in Vientiane. Prior to the summit, President Hollande met with President Choummaly Sayasone at the Presidential Palace. President Hollande also held talks with Chinese Premier Wen Jiabao.;0;0;40870,85;-1,296
France;Poland;2012;November;16;16/11/2012;2012;November;16;16/11/2012;François Hollande;President;"On 16 November, President Hollande travelled to Warsaw for an official visit, where he met with President Bronis?aw Komorowski at the Presidential Palace to discuss the budget of the European Union for 2014–2020, economic relations between France and Poland, and the collaboration between the ""Weimar Triangle"" countries (France, Germany, and Poland). President Hollande later laid a wreath at the Tomb of the Unknown Soldier, participated in the Polish-French Economic  at the Copernicus Science Centre, and addressed the Sejm. Back at the Presidential Palace, President Hollande was hosted by President Komorowski and First Lady Anna Komorowska for an official dinner. President Hollande also met with Prime Minister Donald Tusk.";0;0;40870,85;-1,296
France;Belgium;2012;November;22;22/11/2012;2012;November;23;23/11/2012;François Hollande;President;"President Hollande travelled to Brussels in order to attend an ""extraordinary"" European Council, focused on EU budget and the European debt crisis.";0;0;40870,85;-1,296
France;Belgium;2012;December;13;13/12/2012;2012;December;14;14/12/2012;François Hollande;President;President Hollande attended the European Council, focused on Economic and Monetary Union regulations and growth mechanisms.;0;0;40870,85;-1,296
France;Algeria;2012;December;19;19/12/2012;2012;December;20;20/12/2012;François Hollande;President;"President Hollande travelled to Algiers on a state visit to improve relations between Algeria and France in the commemoration of the semicentennial anniversary of Algeria's independence from France. Upon arrival on 19 December, the President was greeted by President Abdelaziz Bouteflika, who joined him in an open motorcade through the streets of Algiers. The two presidents agreed on opening a ""new era"" in the two countries' bilateral relations that would increase cooperation and trade. President Hollande met with the French community, before attending a state dinner hosted by President Bouteflika at the El Mouradia. On 20 December, President Hollande addressed the Parliament of Algeria, before delivering a speech at the University of Abou Bekr Belkaïd in Tlemcen.";0;0;40870,85;-1,296
France;United Arab Emirates;2013;January;15;15/01/2013;2013;January;15;15/01/2013;François Hollande;President;President Hollande travelled to the United Arab Emirates for a one-day visit. In Abu Dhabi, President Hollande delivered a keynote speech at the World Future Energy summit and met with President Khalifa bin Zayed Al Nahyan to discuss the United Arab Emirates' possible purchase of the Dassault Rafale fighter jets, before heading to Dubai, where he attended a press conference and met with a French community.;0;0;42602,72;-1,0345
France;Germany;2013;January;21;21/01/2013;2013;January;22;22/01/2013;François Hollande;President;President Hollande met with Chancellor Angela Merkel and German President Joachim Gauck in Berlin for the 50th anniversary of the Elysée Treaty.;0;0;42602,72;-1,0345
France;Mali;2013;February;2;02/02/2013;2013;February;2;02/02/2013;François Hollande;President;President Hollande paid a triumphant visit to the Malian cities of Bamako and Timbuktu, where he visited with French troops who participated in the Northern Mali conflict.;0;0;42602,72;-1,0345
France;Belgium;2013;February;7;07/02/2013;2013;February;8;08/02/2013;François Hollande;President;President Hollande travelled to Brussels in order to attend a European Council, focused on EU trade and Arab Spring consequences.;0;0;42602,72;-1,0345
France;India;2013;February;14;14/02/2013;2013;February;15;15/02/2013;François Hollande;President;President Hollande and his partner Valérie Trierweiler travelled to India on a two-day state visit.;0;0;42602,72;-1,0345
France;Greece;2013;February;19;19/02/2013;2013;February;19;19/02/2013;François Hollande;President;President Hollande paid an official visit to Athens to promote the investment of French companies to Greece's economy, affected by the Greek government-debt crisis. President Hollande met with Prime Minister Antonis Samaras, President Karolos Papoulias, and Deputy Prime Minister Evangelos Venizelos. He also addressed a meeting with Heads of Greek companies.;0;0;42602,72;-1,0345
France;Russia;2013;February;27;27/02/2013;2013;February;28;28/02/2013;François Hollande;President;President Hollande travelled to Moscow for a two-day visit, where he met with President Vladimir Putin. A bilateral meeting between the two presidents was held to address global issues with Russia involved.;0;0;42602,72;-1,0345
France;Poland;2013;March;6;06/03/2013;2013;March;6;06/03/2013;François Hollande;President;President Hollande travelled to Warsaw to participate to the summit of the Visegrád Group. It was an opportunity to further discuss the outcome of the previous European Council and the security and defense matters.;0;0;42602,72;-1,0345
France;Belgium;2013;March;14;14/03/2013;2013;March;15;15/03/2013;François Hollande;President;President Hollande travelled to Brussels in order to attend a European Council, focused on EU competitiveness and youth employment.;0;0;42602,72;-1,0345
France;Germany;2013;March;18;18/03/2013;2013;March;18;18/03/2013;François Hollande;President;President Hollande met with Chancellor Angela Merkel, President of the European Commission Jose Manuel Barroso and economic leaders in Berlin to discuss how Europe can strengthen its competitiveness and create jobs.;0;0;42602,72;-1,0345
France;Morocco;2013;April;3;03/04/2013;2013;April;4;04/04/2013;François Hollande;President;President Hollande paid an official visit to Morocco, visiting Casablanca and Rabat. He met with King Mohammed VI and Prime Minister Abdelilah Benkirane. President Hollande also addressed the Parliament of Morocco in Rabat and delivered the closing remarks of an economic  attended by French and Moroccan business leaders.;0;0;42602,72;-1,0345
France;China;2013;April;25;25/04/2013;2013;April;26;26/04/2013;François Hollande;President;President Hollande travelled to Beijing and Shanghai on a state visit to China with a goal to improve exports, where he met with President Xi Jinping and addressed a business Forum in Beijing. In Shanghai, President Hollande delivered a speech at the Shanghai Jiao Tong University.;0;0;42602,72;-1,0345
France;Belgium;2013;May;15;15/05/2013;2013;May;15;15/05/2013;François Hollande;President;President Hollande travelled to Brussels, invited by European Commission President José Manuel Barroso. He participated to the donors' conference for Mali.;0;0;42602,72;-1,0345
France;Belgium;2013;May;22;22/05/2013;2013;May;22;22/05/2013;François Hollande;President;President Hollande travelled to Brussels in order to attend a European Council, focused on energy and taxation.;0;0;42602,72;-1,0345
France;Germany;2013;May;23;23/05/2013;2013;May;23;23/05/2013;François Hollande;President;President Hollande met German President Joachim Gauck and Chancellor Angela Merkel in Leipzig for the 150th anniversary of the SPD.;0;0;42602,72;-1,0345
France;Ethiopia;2013;May;25;25/05/2013;2013;May;25;25/05/2013;François Hollande;President;President Hollande participated in the summit for the 50th anniversary of the African Union held in Addis Ababa.;0;0;42602,72;-1,0345
France;Japan;2013;June;6;06/06/2013;2013;June;8;08/06/2013;François Hollande;President;President Hollande travelled to Tokyo on a state visit to Japan, where he met with Emperor Akihito, Empress Michiko, and Prime Minister Shinz? Abe.;0;0;42602,72;-1,0345
France;United Kingdom;2013;June;17;17/06/2013;2013;June;18;18/06/2013;François Hollande;President;President Hollande participated in the 39th G8 summit, where Syria and tax evasion were discussed.;0;0;42602,72;-1,0345
France;Qatar;2013;June;22;22/06/2013;2013;June;23;23/06/2013;François Hollande;President;President Hollande visited Doha to improve the economic ties between France and Qatar. He also met with Emir Hamad bin Khalifa Al Thani in order to discuss the Syrian Civil War.;0;0;42602,72;-1,0345
France;Jordan;2013;June;23;23/06/2013;2013;June;23;23/06/2013;François Hollande;President;President Hollande met with King Abdullah II in Amman to discuss regional issues, including the Israeli–Palestinian peace process and the Syrian Civil War, as well as bilateral relations and developments in the Middle East.;0;0;42602,72;-1,0345
France;Belgium;2013;June;27;27/06/2013;2013;June;28;28/06/2013;François Hollande;President;President Hollande travelled to Brussels in order to attend a European Council, focused on youth employment and growth in the European Union.;0;0;42602,72;-1,0345
France;Germany;2013;July;3;03/07/2013;2013;July;3;03/07/2013;François Hollande;President;President Hollande met with Chancellor Angela Merkel for a conference on youth employment in Europe.;0;0;42602,72;-1,0345
France;Tunisia;2013;July;4;04/07/2013;2013;July;5;05/07/2013;François Hollande;President;President Hollande paid a visit to Tunisia, where he was welcomed by President Moncef Marzouki. He announced a €500 million package to help the Tunisian economy.;0;0;42602,72;-1,0345
France;Slovenia;2013;July;25;25/07/2013;2013;July;25;25/07/2013;François Hollande;President;President Hollande travelled to Ljubljana to attend the Brdo Process conference, before meeting with President Borut Pahor to discuss ways of increasing bilateral cooperation. President Hollande also visited the University of Ljubljana to debate youth unemployment with a group of students.;0;0;42602,72;-1,0345
France;Russia;2013;September;5;05/09/2013;2013;September;6;06/09/2013;François Hollande;President;President Hollande travelled to Saint Petersburg to attend the 2013 G-20 Saint Petersburg summit. He also met with President Barack Obama of the United States.;0;0;42602,72;-1,0345
France;Mali;2013;September;19;19/09/2013;2013;September;19;19/09/2013;François Hollande;President;President Hollande is invited to the investiture ceremony of President Ibrahim Boubacar Keïta.;0;0;42602,72;-1,0345
France;United States;2013;September;24;24/09/2013;2013;September;24;24/09/2013;François Hollande;President;President Hollande attended the sixty-eighth session of the United Nations General Assembly, where he met with several world leaders, including newly elected Iranian President Hassan Rouhani.;0;0;42602,72;-1,0345
France;South Africa;2013;October;14;14/10/2013;2013;October;15;15/10/2013;François Hollande;President;President Hollande travelled to Pretoria on a state visit to South Africa, where he met with President Jacob Zuma at the Union Buildings. The two presidents held a bilateral meeting, discussing political and economic ties, followed by a joint press conference. President Hollande later attended a wreath-laying ceremony at Freedom Park. President Zuma also hosted a state banquet for President Hollande at the Mahlamba Ndlopfu.;0;0;42602,72;-1,0345
France;Belgium;2013;October;24;24/10/2013;2013;October;25;25/10/2013;François Hollande;President;President Hollande travelled to Brussels in order to attend a European Council, focused on the digital economy and union banking.;0;0;42602,72;-1,0345
France;Slovakia;2013;October;29;29/10/2013;2013;October;29;29/10/2013;François Hollande;President;President Hollande travelled to Bratislava to highlight the 20 years of Slovakia's independence, becoming the first French president to visit to Slovakia as an independent sovereign state. In Bratislava, President Hollande met with President Ivan Gašparovi?, Prime Minister Robert Fico, and Speaker Pavol Paška of the National Council, whom he met at the Bratislava Castle.;0;0;42602,72;-1,0345
France;Monaco;2013;November;14;14/11/2013;2013;November;14;14/11/2013;François Hollande;President;President Hollande paid an official visit to Monaco, where he met with Albert II, Prince of Monaco. The two held a bilateral meeting at the Prince's Palace of Monaco and signed five partnership agreements for scientific and environmental research at the Oceanographic Museum. The two also visited the workshops of Venturi Automobiles and offices of the Scientific Centre of Monaco.;0;0;42602,72;-1,0345
France;Israel;2013;November;17;17/11/2013;2013;November;18;18/11/2013;François Hollande;President;On 17 November, President Hollande travelled to Tel Aviv for a state visit to Israel, where he was welcomed by President Shimon Peres and Prime Minister Benjamin Netanyahu at Ben Gurion Airport. President Hollande and President Peres discussed the nuclear program of Iran and the Israeli–Palestinian peace talks at Beit HaNassi. President Hollande then met with Prime Minister Netanyahu, holding a joint press conference and signing bilateral cooperation agreements. President Hollande also visited Yad Vashem.;0;0;42602,72;-1,0345
France;Palestine;2013;November;19;19/11/2013;2013;November;19;19/11/2013;François Hollande;President;On 18 November, President Hollande visited St Anne's Church, before visiting the Palestinian city of Ramallah in the West Bank. In Ramallah, he laid a wreath at the burial site of former Palestinian leader Yasser Arafat, then met with President Mahmoud Abbas, before returning to Jerusalem. In Jerusalem, President Hollande addressed the Knesset, then attended a state dinner hosted by President Peres.;0;0;42602,72;-1,0345
France;Spain;2013;November;27;27/11/2013;2013;November;27;27/11/2013;François Hollande;President;President Hollande met with Prime Minister Mariano Rajoy during a bilateral Franco-Spanish summit to discuss euro bank rule.;0;0;42602,72;-1,0345
France;Lithuania;2013;November;28;28/11/2013;2013;November;29;29/11/2013;François Hollande;President;President Hollande travelled to Vilnius where he participated in the Eastern Partnership summit.;0;0;42602,72;-1,0345
France;Poland;2013;November;29;29/11/2013;2013;November;29;29/11/2013;François Hollande;President;President Hollande travelled to Warsaw where he met the President Bronislaw Komorowski and Prime Minister Donald Tusk, where the Euromaidan was discussed.;0;0;42602,72;-1,0345
France;South Africa;2013;December;10;10/12/2013;2013;December;10;10/12/2013;François Hollande;President;President Hollande, along with former President Nicolas Sarkozy, former Prime Ministers Alain Juppe and Lionel Jospin, and 2 Ministers, flew to Johannesburg to attend the state memorial service for Nelson Mandela, the first President of South Africa, at the FNB Stadium.;0;0;42602,72;-1,0345
France;Central African Republic;2013;December;10;10/12/2013;2013;December;10;10/12/2013;François Hollande;President;President Hollande made a quick trip to Bangui, where he met with President Michel Djotodia and French peacekeepers and soldiers, before flying home to France.;0;0;42602,72;-1,0345
France;Brazil;2013;December;12;12/12/2013;2013;December;13;13/12/2013;François Hollande;President;President Hollande travelled on a state visit to Brazil in order to increase trade and strengthen the strategic partnership between Brazil and France. In Brasília, President Hollande met with President Dilma Rousseff at the Palácio do Planalto. He also participated in the Brazil–France High Level Dialogue on Education at the National Museum of the Republic, before heading to São Paulo. In São Paulo, President Hollande and President Rousseff met with business leaders at the Federação das Indústrias do Estado de São Paulo.;0;0;42602,72;-1,0345
France;Belgium;2013;December;19;19/12/2013;2013;December;20;20/12/2013;François Hollande;President;President Hollande travelled to Brussels in order to attend a European Council, focused on Ukraine and defence, economic, and social policies, as well as migration flows.;0;0;42602,72;-1,0345
France;Saudi Arabia;2013;December;29;29/12/2013;2013;December;30;30/12/2013;François Hollande;President;President Hollande paid a two-day state visit to the Kingdom of Saudi Arabia focused on the Middle Eastern crisis and commercial cooperation.;0;0;42602,72;-1,0345
France;Netherlands;2014;January;20;20/01/2014;2014;January;20;20/01/2014;François Hollande;President;President Hollande travelled to The Hague on a state visit to meet with King Willem-Alexander, Queen Máxima, and Prime Minister Mark Rutte. He also met with the House of Representatives and the Senate, where he addressed the diplomatic and political ties between the two countries.;0;0;43068,55;-0,1145
France;Vatican;2014;January;24;24/01/2014;2014;January;24;24/01/2014;François Hollande;President;President Hollande met with Pope Francis during his visit to Vatican City. The two held private talks inside the Apostolic Palace, where they discussed the Central African Republic conflict, Christianity in the Middle East, the Israeli–Palestinian conflict, and the Syrian Civil War.;0;0;43068,55;-0,1145
France;Turkey;2014;January;27;27/01/2014;2014;January;28;28/01/2014;François Hollande;President;President Hollande travelled to Ankara on a state visit to meet with President Abdullah Gül. A bilateral meeting was held for the two presidents, in which political and economic issues were discussed, as well as cooperation and partnership between the two countries. He also attended a ceremony at the An?tkabir. President Hollande then travelled to Istanbul, where he attended an economic Forum with French and Turkish business leaders.;0;0;43068,55;-0,1145
France;United Kingdom;2014;January;31;31/01/2014;2014;January;31;31/01/2014;François Hollande;President;President Hollande travelled to London to attend the UK-France summit 2014. He also met with Prime Minister David Cameron.;0;0;43068,55;-0,1145
France;Tunisia;2014;February;7;07/02/2014;2014;February;7;07/02/2014;François Hollande;President;President Hollande assisted to the presidential ceremony of the Tunisian Constitution of 2014.;0;0;43068,55;-0,1145
France;United States;2014;February;10;10/02/2014;2014;February;12;12/02/2014;François Hollande;President;President Hollande travelled to Washington, D.C. to meet with President Barack Obama. The two presidents travelled to the Monticello in Charlottesville on board the U.S. President's Air Force One, the residence of the third President and Founding Father Thomas Jefferson, who also served as a United States Minister to France. At the White House, President Hollande and President Obama discussed the Economy of France, the Eurozone, and the comprehensive agreement on Iranian nuclear program. President Hollande also travelled to San Francisco to meet with chiefs in Silicon Valley.;0;0;43068,55;-0,1145
France;Nigeria;2014;February;27;27/02/2014;2014;February;27;27/02/2014;François Hollande;President;During a one-day official visit to Nigeria, President Hollande attended the International Conference on Peace and Security and met with President Goodluck Jonathan.;0;0;43068,55;-0,1145
France;Central African Republic;2014;February;28;28/02/2014;2014;February;28;28/02/2014;François Hollande;President;President Hollande travelled to the Central African Republic for the second time within three months. In Bangui, he delivered a speech to French military personnel and met with acting President Catherine Samba-Panza.;0;0;43068,55;-0,1145
France;Belgium;2014;March;6;06/03/2014;2014;March;6;06/03/2014;François Hollande;President;"President Hollande travelled to Brussels in order to attend an ""extraordinary summit"" of the European Council on Ukraine.";0;0;43068,55;-0,1145
France;Belgium;2014;March;20;20/03/2014;2014;March;21;21/03/2014;François Hollande;President;President Hollande travelled to Brussels in order to attend to the European Council which focused on Ukraine, energy, and growth.;0;0;43068,55;-0,1145
France;Netherlands;2014;March;24;24/03/2014;2014;March;24;24/03/2014;François Hollande;President;President Hollande travelled to The Hague for the 2014 Nuclear Security summit.;0;0;43068,55;-0,1145
France;Mexico;2014;April;10;10/04/2014;2014;April;11;11/04/2014;François Hollande;President;President Hollande met with President Enrique Peña Nieto in Mexico City during his two-day state visit to Mexico. The two presidents signed bilateral agreements regarding several industries, including aerospace, energy, health, and technology. He also met with a French community in Mexico City and toured the site of Airbus Helicopters in Querétaro.;0;0;43068,55;-0,1145
France;Germany;2014;May;9;09/05/2014;2014;May;10;10/05/2014;François Hollande;President;President Hollande visited Berlin to meet with Chancellor Angela Merkel. The two discussed the European Union's decision on imposing sanctions on Russia due to its involvement in the 2014 pro-Russian unrest in Ukraine. President Hollande and Chancellor Merkel also toured the Baltic Sea on the MS Nordwind off the coast of Sassnitz.;0;0;43068,55;-0,1145
France;Azerbaijan;2014;May;11;11/05/2014;2014;May;11;11/05/2014;François Hollande;President;President Hollande visited Baku for commercial discussions and exchanges of views around the Ukrainian crisis.;0;0;43068,55;-0,1145
France;Armenia;2014;May;12;12/05/2014;2014;May;13;13/05/2014;François Hollande;President;President Hollande travelled to Yerevan to pay a two-day state visit, where he met with President Serzh Sargsyan. He then attended the Armenian-French Business Forum, visited the construction site of a Carrefour store, inaugurated the Missak Manouchian Park in Yerevan, and met with a French community at the Embassy of France in Yerevan, and attended a concert by French-Armenian singer Charles Aznavour at the Karen Demirchyan Complex. President Sargsyan also hosted a state dinner for President Hollande at the Presidential Palace. The following day, President Hollande visited Tsitsernakaberd in order to honor the victims of the Armenian genocide.;0;0;43068,55;-0,1145
France;Georgia;2014;May;13;13/05/2014;2014;May;13;13/05/2014;François Hollande;President;President Hollande visited Tbilisi and showed support in the shadow of the Ukrainian crisis.;0;0;43068,55;-0,1145
France;Belgium;2014;May;27;27/05/2014;2014;May;27;27/05/2014;François Hollande;President;President Hollande attended the meeting of the European Council to prepare the designation of the new European Commission President.;0;0;43068,55;-0,1145
France;Poland;2014;June;4;04/06/2014;2014;June;4;04/06/2014;François Hollande;President;President Hollande travelled to Warsaw to participate in the 25th anniversary of the Polish freedom.;0;0;43068,55;-0,1145
France;Belgium;2014;June;4;04/06/2014;2014;June;5;05/06/2014;François Hollande;President;President Hollande attended the 40th G7 summit, which was relocated to Brussels instead of Sochi, Russia and without President Vladimir Putin.;0;0;43068,55;-0,1145
France;Belgium;2014;June;26;26/06/2014;2014;June;27;27/06/2014;François Hollande;President;President Hollande travelled to Ypres and Brussels in order to attend to the European Council which focused once again on Ukraine, energy, and growth. Jean-Claude Juncker was designated as new President of the European Commission.;0;0;43068,55;-0,1145
France;Belgium;2014;July;16;16/07/2014;2014;July;16;16/07/2014;François Hollande;President;President Hollande travelled to Brussels in order to attend to the extraordinary European Council on strategic agenda for 2014 with Jean-Claude Juncker, the new President of the European Commission, and on situations in Ukraine and the 2014 Israel–Gaza conflict.;0;0;43068,55;-0,1145
France;Ivory Coast;2014;July;17;17/07/2014;2014;July;17;17/07/2014;François Hollande;President;President Hollande travelled to Abidjan to meet with President Alassane Ouattara. He also met with members of the Ivorian Popular Front.;0;0;43068,55;-0,1145
France;Niger;2014;July;18;18/07/2014;2014;July;18;18/07/2014;François Hollande;President;President Hollande travelled to Niamey, where he met with President Mahamadou Issoufou. He also visited a French military base in Niamey.;0;0;43068,55;-0,1145
France;Chad;2014;July;19;19/07/2014;2014;July;19;19/07/2014;François Hollande;President;President Hollande travelled to N'Djamena to launch the new headquarters of Operation Barkhane, an anti-Islamist operation within the Sahel region, where he met with French troops. He also met with President Idriss Déby.;0;0;43068,55;-0,1145
France;Belgium;2014;August;4;04/08/2014;2014;August;4;04/08/2014;François Hollande;President;President Hollande travelled to Liège for the commemoration of the 100th anniversary of World War I.;0;0;43068,55;-0,1145
France;Comoros;2014;August;23;23/08/2014;2014;August;23;23/08/2014;François Hollande;President;President Hollande travelled to Moroni for the 4th Indian Ocean Commission summit.;0;0;43068,55;-0,1145
France;Belgium;2014;August;30;30/08/2014;2014;August;30;30/08/2014;François Hollande;President;"President Hollande travelled to Brussels in order to attend to the ""extraordinary"" European Council, which appointed Donald Tusk as European Council President and Federica Mogherini as High Representative of the European Union for Foreign Affairs and Security Policy. Foreign affairs were particularly raised during this meeting.";0;0;43068,55;-0,1145
France;United Kingdom;2014;September;4;04/09/2014;2014;September;5;05/09/2014;François Hollande;President;President Hollande travelled to Newport to attend the NATO 2014 Wales summit.;0;0;43068,55;-0,1145
France;Iraq;2014;September;12;12/09/2014;2014;September;12;12/09/2014;François Hollande;President;President Hollande visited Baghdad to meet with President Fuad Masum. The two presidents discussed France's military actions, particularly on launching airstrikes, against the Islamic State of Iraq and the Levant.;0;0;43068,55;-0,1145
France;United States;2014;September;23;23/09/2014;2014;September;24;24/09/2014;François Hollande;President;President Hollande attended the sixty-ninth session of the United Nations General Assembly.;0;0;43068,55;-0,1145
France;Italy;2014;October;8;08/10/2014;2014;October;8;08/10/2014;François Hollande;President;President Hollande attended a restricted European summit for employment.;0;0;43068,55;-0,1145
France;Italy;2014;October;16;16/10/2014;2014;October;17;17/10/2014;François Hollande;President;President Hollande attended the 10th Asia–Europe Meeting in Milan, where he also met with Prime Minister Matteo Renzi and other European Union leaders at the European Youth Employment conference. At the Asia–Europe Meeting, President Hollande held talks with Chinese Premier Li Keqiang.;0;0;43068,55;-0,1145
France;Belgium;2014;October;23;23/10/2014;2014;October;24;24/10/2014;François Hollande;President;President Hollande travelled to Brussels in order to attend the European Council which focused on climate, the Ebola virus epidemic in West Africa, and Ukraine.;0;0;43068,55;-0,1145
